url,question,answer,sources
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_login_ot_parolya_pri_autentifikacii_bedb1f90","Чем отличается логин от пароля при аутентификации","Логин и пароль — основные элементы системы аутентификации в компьютерных сетях и на веб-сайтах.  Они предназначены для обеспечения безопасности данных и идентификации пользователей. Логин (или имя пользователя) — это уникальный идентификатор, который позволяет системе или веб-сайту распознать конкретного пользователя среди всех остальных.  Логины обычно выбираются пользователями и могут быть их реальными именами, псевдонимами или любой другой комбинацией символов. Пароль — это секретная последовательность символов, которая используется вместе с логином для верификации пользователя.  Пароли помогают обеспечить, что только авторизованный пользователь получит доступ к определённому аккаунту. Таким образом, основное отличие в том, что логин виден другим пользователям, а пароль — нет, он известен только владельцу учётной записи.","https://resize-web.ru/blog/kak-sozdat-login-i-parol/ | https://www.bolshoyvopros.ru/questions/1483298-v-chem-otlichie-logina-ot-parolja.html"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_mandatnaya_sistema_upravleniya_5708a599","Чем отличается мандатная система управления доступом от дискреционной?","Основное отличие мандатной системы управления доступом от дискреционной заключается в том, как определяются права доступа к объектам. В дискреционной модели доступ к информационным системам и ресурсам назначает администратор (реже владелец ресурсов).  На основе идентификационной информации о субъектах создаются списки на использование тех или иных ресурсов с указанием полномочий конкретных лиц.  При необходимости список прав можно расширить. В мандатной модели каждому объекту (ресурсу) в информационном поле компании присваиваются метки типа «не секретно», «засекречено», «строго конфиденциально».  Затем администраторы или владельцы систем назначают сотрудникам полномочия в соответствии с их должностными обязанностями.  Например, кто-то получает право взаимодействовать только с объектами несекретного уровня, кто-то — с совершенно секретными ресурсами.  В рамках мандатной модели нельзя превышать назначенный уровень доступа. Таким образом, мандатная модель предназначена для государственных учреждений и компаний, которым требуется повышенный уровень безопасности, а дискреционная модель подойдёт там, где не требуется высокий уровень безопасности.","https://www.sekretariat.ru/question/212081-qqqa-16-m4-v-chem-razlichie-diskretnoy-i-mandatnoy-modeli-bezopasnosti | https://rt-solar.ru/products/solar_inrights/blog/3742/ | https://habr.com/ru/articles/781096/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_mashinnoe_obuchenie_s_uchitelem_74709498","Чем отличается машинное обучение с учителем от машинного обучения без учителя?","Машинное обучение с учителем и без учителя отличаются подходом к обучению и используемыми данными. Обучение с учителем предполагает наличие полного набора размеченных данных для тренировки модели на всех этапах её построения.  Для каждого примера в обучающем наборе алгоритм знает, какой результат является правильным.  Он использует эти знания, чтобы попытаться обобщить их на новые примеры, которые он никогда раньше не видел. Обучение без учителя использует неразмеченные данные, из которых алгоритм самостоятельно пытается извлечь признаки и зависимости.  Машина должна сама найти связи между отдельными данными, выявить закономерности, подобрать шаблоны и отсортировать объекты в загруженном датасете. Таким образом, основное отличие в том, что при обучении с учителем модель работает с размеченными данными, а при обучении без учителя — с неразмеченными, и в процессе обучения выполняет разные задачи.","https://skillbox.ru/media/code/kak-ustroeno-mashinnoe-obuchenie-zadachi-algoritmy-i-vidy-machine-learning/ | https://habr.com/ru/companies/sberbank/articles/840554/ | https://neurohive.io/ru/osnovy-data-science/obuchenie-s-uchitelem-bez-uchitelja-s-podkrepleniem/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_mobilnaya_sistema_identifikacii_7ef493e4","Чем отличается мобильная система идентификации от стандартной аутентификации?","Возможно, имелась в виду разница между мобильной аутентификацией и стандартной аутентификацией, которая обычно основана на использовании паролей и других факторов, известных пользователю. Мобильная аутентификация предполагает, что фактор владения обеспечивается самим устройством — смартфоном.  Для этого часто используют специальные приложения, которые создают временный одноразовый PIN-код, дающий право входа в систему.  Также для мобильной аутентификации применяют SMS-сообщения или обратные звонки на телефон, SIM-карты. Стандартная аутентификация может использовать и другие методы, например, биометрические данные, токены, данные геолокации.  Для мобильных устройств биометрические решения, как правило, подходят меньше из-за уязвимости к подмене и ограничений в работе (например, в фиксированных положениях). Таким образом, основное отличие мобильной аутентификации от стандартной заключается в том, что в первом случае фактор владения обеспечивается самим устройством, а во втором — используют дополнительные методы, такие как биометрия или геолокация.","https://rt-solar.ru/events/blog/3421/ | https://xakep.ru/2018/06/08/azure-mfa/ | https://jis-eurasipjournals.springeropen.com/articles/10.1186/s13635-022-00132-x"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_neavtorizovannyy_dostup_ot_db6f0d6d","Чем отличается неавторизованный доступ от легитимного использования системы?","Неавторизованный доступ — это получение доступа к системе, ресурсу или информации без разрешения владельца.  Он может быть осуществлён преднамеренно или непреднамеренно. Легитимное использование системы — это доступ к информации или ресурсам системы, осуществляемый в соответствии с установленными правами и правилами доступа.","https://selectel.ru/blog/unauthorized-access/ | https://ib-bank.ru/glossary/solution/287"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_obektnoe_hranilische_dannyh_70a4fde5","Чем отличается объектное хранилище данных от блочного?","Некоторые отличия объектного хранилища данных от блочного: Выбор типа хранилища зависит от конкретных потребностей и сценариев использования.","https://www.astera.com/ru/type/blog/cloud-storage/ | https://www.goodcloudstorage.net/ru/comparing-object-storage-block-storage-and-file-storage/ | https://www.cloud4y.ru/blog/comparison-of-s3-object-storage-with-other-types-of-data-storage-block-and-file-storage/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_obektnoe_hranilische_s3_ot_3c620baf","Чем отличается объектное хранилище S3 от традиционного файлового сервера?","Некоторые отличия объектного хранилища S3 от традиционного файлового сервера: Выбор типа хранилища зависит от конкретных потребностей и сценариев использования.","https://www.tarantool.io/blog/ru/datastorage/ | https://scilead.ru/article/7013-s3-khranilishche-protiv-blochnogo-i-fajlovogo | https://www.cloud4y.ru/blog/comparison-of-s3-object-storage-with-other-types-of-data-storage-block-and-file-storage/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_oblachnyy_bot_ot_klassicheskogo_b680d97f","Чем отличается облачный бот от классического веб-приложения?","Возможно, имелись в виду различия между облачным ботом и веб-приложением, например Telegram Web App (TWA). Основное отличие в том, где запускается и как работает приложение: TWA интегрируется в интерфейс мессенджера и запускается прямо в нём, пользователю не нужно переключаться между разными программами.  Приложение выглядит как обычное, но работает не на сайте, а в самом мессенджере. Облачный бот, в свою очередь, может работать на облачном сервере, где нет ограничений на ресурсы и бот не перестанет функционировать из-за превышения лимита трафика или процессорного времени контейнера.  Для облачных ботов также характерна быстрая регистрация и начало работы, отсутствие привязки к определённому языку программирования. Таким образом, основное отличие в том, что TWA работает внутри мессенджера и не требует установки отдельного приложения, в то время как облачный бот может функционировать на сервере с широкими возможностями.","https://cloud.ru/blog/kak-sozdat-telegram-web-app | https://timeweb.cloud/tutorials/servers/kak-sozdat-telegram-bota-na-oblachnom-servere"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_oblachnyy_cod_ot_klassicheskogo_dc24512e","Чем отличается облачный ЦОД от классического физического центра обработки данных?","Основные отличия облачного ЦОД от классического физического центра обработки данных (ЦОД):","https://myfin.by/article/events/12741-oblachnyj-cod--sobstvennyj-datacentr-tolko-virtualnyj | https://www.it-grad.ru/blog/virtualnyj-cod | https://cloud.ru/blog/vtsod | https://www.cloud4y.ru/blog/what-is-virtual-data-center/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_oblachnyy_hosting_ot_obychnogo_13e360c9","Чем отличается облачный хостинг от обычного","Облачный хостинг — это форма хостинга, при которой веб-сайт или приложение хранятся на нескольких виртуальных машинах, работающих вместе в одном кластере.  От обычного хостинга он отличается тем, что позволяет распределить нагрузку на несколько серверов, что обеспечивает более высокую доступность и производительность. Некоторые отличия обычного хостинга: Облачный хостинг имеет следующие особенности:","https://serverspace.ru/about/blog/chto-takoe-oblachnyj-hosting/ | https://www.datahata.by/info/articles/obyichnyij-ili-oblachnyij-xosting-chto-vyibrat.html"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_ogranichennyy_dostup_prilozheniy_61f345dc","Чем отличается ограниченный доступ приложений к персональным данным от полного доступа?","Возможно, имелись в виду различия между ограниченным и полным доступом приложений к конфиденциальной информации, в частности к персональным данным. Ограниченный доступ предполагает, что приложения могут получать доступ к персональным данным только с разрешения пользователя и в определённых целях.  Например, устройства Apple не позволяют приложениям получать доступ к персональной информации без согласия пользователя. Полный доступ может подразумевать, что приложения могут запрашивать доступ к данным без ограничений, например, для использования в целях, не связанных с основными функциями приложения. Таким образом, основное отличие ограниченного доступа от полного заключается в том, что при ограниченном доступе есть контроль за использованием персональных данных и ограничения на доступ к ним, а при полном доступе таких ограничений может не быть.","https://support.google.com/googleplay/android-developer/answer/9888170?hl=ru | https://support.apple.com/ru-ru/guide/security/secc01781f46/web"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_operator_informacionnyh_sistem_4395e73e","Чем отличается оператор информационных систем от системного администратора?","Оператор информационных систем выполняет более узкие задачи, связанные с управлением конкретными системами.  Он следит за работоспособностью серверов, управляет базами данных, обеспечивает резервное копирование информации и многое другое. Системный администратор отвечает за более широкий спектр задач, связанных с администрированием и обслуживанием всей ИТ-инфраструктуры.  Он проводит диагностику систем, собирает статистические данные, выявляет и устраняет ошибки в функционировании системных и аппаратных средств. Таким образом, основное отличие в том, что оператор информационных систем фокусируется на управлении конкретными системами, а системный администратор — на администрировании и обслуживании всей ИТ-инфраструктуры в целом. Также оператор информационных систем, как правило, тесно контактирует с пользователями, координирует их действия в процессе использования баз данных, а системный администратор, в свою очередь, отвечает за проактивные мероприятия (предупреждение возникновения инцидентов) и максимально эффективное выполнение запросов.","https://telegra.ph/Kto-takoj-operator-sistemy-Razbiraemsya-v-rolyah-i-zadachah-11-17 | https://rt-solar.ru/products/solar_safeinspect/blog/3637/ | https://www.interface.ru/home.asp?artId=1429"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_opticheskoe_raspoznavanie_e422de3e","Чем отличается оптическое распознавание символов от простого копирования текста?","Оптическое распознавание символов (OCR) отличается от простого копирования текста тем, что позволяет автоматически анализировать текст с изображений и переводить его в формат, с которым может работать компьютер. Процесс работы OCR обычно протекает в несколько этапов: Таким образом, OCR позволяет не просто копировать текст, а преобразовывать его в электронный формат, что даёт возможность редактировать, выполнять поиск и использовать в машинных процессах.","https://rt-solar.ru/products/solar_dozor/blog/4166/ | https://en.wikipedia.org/wiki/Optical_character_recognition"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_osint_ot_csint_pri_provedenii_ee26cd9c","Чем отличается OSINT от CSINT при проведении цифрового расследования?","Основное отличие OSINT (Open Source Intelligence) от CSINT (Closed Source Intelligence) при проведении цифрового расследования заключается в источниках собираемых данных. OSINT предполагает сбор и анализ общедоступных данных для выявления потенциальных угроз.  К таким источникам относятся социальные сети, географические данные, публичные записи и информация доменов.  Инструменты OSINT открыты для использования. CSINT, в свою очередь, фокусируется на информации из частных или ограниченных источников.  К ним могут относиться внутренние логи, запатентованные источники угроз и секретные отчёты.  Из-за конфиденциального характера таких данных инструменты CSINT, скорее всего, будут использовать разработанные и специализированные платформы, обычно защищённые с помощью лицензий, подписок или закрытого доступа. Таким образом, выбор между OSINT и CSINT зависит от конкретных требований расследования.  Возможно, для достижения целей потребуется комбинация обоих типов инструментов.","https://inversion6.com/resources/blog/september-2024/how-csint-and-osint-techniques-enhance-soc-operations-for-improved-security-decisions | https://www.cameraforensics.com/blog/2023/05/19/osint-vs-csint-understanding-the-difference/ | https://teletype.in/@wastyls/EmN1DNtzkwb"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_pam_ot_drugih_sistem_informacionnoy_153132b2","Чем отличается PAM от других систем информационной безопасности?","Privileged Access Management (PAM) отличается от других систем информационной безопасности тем, что ориентирован на управление привилегированным доступом к учётным записям пользователей с расширенными полномочиями. PAM-решения регулируют доступ всех сотрудников организации, партнёров, внешних поставщиков и других лиц, допущенных к информационной инфраструктуре.  Они управляют аутентификацией и авторизацией сотрудников, анализируют их действия, контролируют доступ, ведут запись исполняемых сессий. В то время как другие системы информационной безопасности, например Identity Access Management (IAM), фокусируются на управлении доступом всех пользователей к данным и системам, PAM ориентирован на управление привилегированным доступом к учётным записям с особыми полномочиями. Таким образом, PAM добавляет дополнительные слои безопасности там, где они наиболее важны, например, контролируя использование учётных записей администраторов и предотвращая злоупотребления.","https://www.staffcop.ru/blog/privileged-access-management-pam-chto-eto-kak-rabotaet-i-kak-vybrat/ | https://cloudnetworks.ru/inf-bezopasnost/pim-pam-pum/ | https://rt-solar.ru/products/solar_safeinspect/blog/4044/ | https://heimdalsecurity.com/blog/pim-vs-pam-vs-iam/ | https://www.comnews.ru/content/217894/2021-12-13/2021-w50/pochemu-sovremennoy-kompanii-ne-oboytis-bez-upravleniya-privilegirovannym-dostupom-pam"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_peredacha_faylov_cherez_ftp_e5105085","Чем отличается передача файлов через FTP от других протоколов обмена?","Передача файлов через FTP отличается от других протоколов обмена, например HTTP, назначением и особенностями: Кроме того, FTP небезопасен, так как не использует шифрование и делает передаваемые данные уязвимыми.  Для решения этой проблемы существуют защищённые протоколы, например, FTPS и SFTP.","https://otus.ru/journal/file-transfer-protocol-vvedenie-v-osnovy/ | https://skillbox.ru/media/code/protokol-ftp-chto-eto-takoe-i-kak-s-nim-rabotat/ | https://www.cloud4y.ru/blog/what-is-ftp-protocol/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_polnoe_rezervnoe_kopirovanie_df5d4f17","Чем отличается полное резервное копирование от дифференциального?","Основное отличие полного резервного копирования от дифференциального заключается в том, что при полном копировании создаётся полная копия всего набора данных, а при дифференциальном — только изменения, сделанные с момента последнего полного резервного копирования. При полном копировании снимок операционной системы, диска, раздела или отдельных папок содержит все резервируемые данные.  Такие снимки независимы друг от друга, повреждение одного из них никак не повлияет на другие снимки. При дифференциальном копировании полная копия создаётся единожды в начале, а все последующие копии содержат не все данные, а лишь произошедшие изменения с момента создания первичной полной копии. Таким образом, полное резервное копирование охватывает всю систему и существующие в ней файлы, а дифференциальное — только те данные, которые были изменены с момента создания предыдущего полного бэкапа.","https://www.ispsystem.ru/news/backup-101 | https://www.vinchin.com/ru/vm-backup/understanding-vm-backup-types.html | https://remontcompa.ru/bezopasnost/rezervnoe-kopirovanie/1584-polnoe-inkrementnoe-differencialnoe-o-metodah-rezervnogo-kopirovaniya.html | https://www.cloud4y.ru/blog/backup-types/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_process_ustanovki_windows_1b415bd9","Чем отличается процесс установки Windows без USB-носителя от установки Linux?","Процесс установки Windows без USB-носителя и установка Linux без флешки схожи, так как для обеих операционных систем можно использовать один метод установки. Для Windows нужно подготовить логический раздел на диске, перенести файлы с установочного диска на новый том и создать загрузочную запись с помощью программы EasyBCD.  Затем, при загрузке компьютера, в меню будет дополнительный пункт, при выборе которого начнётся установка Windows. Для Linux также нужно подготовить раздел диска, если планируется установить систему одновременно с существующей ОС.  Если же нужно установить Linux полностью или на пустой жёсткий диск, то этот шаг не требуется.  Затем, в зависимости от цели установки, могут быть разные действия: автоматическая установка, когда установщик сотрёт все данные с диска и создаст новые разделы, или ручная установка, когда пользователь сам задаёт размеры разделов или создаёт отдельный раздел для своих файлов. Таким образом, при установке Windows и Linux без USB-носителя основные шаги схожи, но некоторые действия различаются в зависимости от цели установки.","https://pikabu.ru/story/kak_ustanovit_windowslinux_bez_usbfleshki_9249821 | https://www.ferra.ru/news/computers/ustanovit-windows-ili-linux-na-kompyuter-mozhno-i-bez-fleshki-vsego-za-pyat-shagov-05-07-2022.htm | https://dzen.ru/a/Y5NEhVpHIWRv_fkw | https://lifehacker.ru/kak-ustanovit-linux/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_professionalnoe_ddos_testirovanie_1a1c1f79","Чем отличается профессиональное DDoS тестирование от любительского?","Профессиональное DDoS-тестирование проводится специалистами, которые имеют опыт в этой области и используют специальные методы и инструменты.  Такой подход позволяет оценить защищённость ресурса от DDoS-атак, выявить уязвимые места и предоставить отчёт с рекомендациями по улучшению безопасности. Любительское DDoS-тестирование может проводиться с использованием простых и бесплатных методов, например, инструмента MHDDoS.  Такой тест помогает узнать, какой минимальной мощности достаточно, чтобы инфраструктура начала испытывать проблемы, и оценить скорость реакции сервиса защиты от DDoS-атак. Таким образом, основное отличие заключается в том, что профессиональное тестирование проводится с использованием специальных методик и с привлечением специалистов, а любительское — с использованием более простых инструментов и без учёта возможных рисков для инфраструктуры.","https://ddos-guard.ru/blog/testirovanie-zashchity-ot-ddos | https://swordsec.com/ddos/ | https://bssys.com/isecurity/testirovanie/ | https://habr.com/ru/companies/nubes/articles/771094/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_protokol_ftp_ot_ftps_i_sftp_55bfa1aa","Чем отличается протокол FTP от FTPS и SFTP","Основные отличия протоколов FTP, FTPS и SFTP:","https://dzen.ru/a/ZCv5LGjlIlPVlY9K | https://selectel.ru/blog/what-is-ftp-server/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_protokol_http_ot_https_4be0a962","Чем отличается протокол HTTP от HTTPS?","Основное отличие протоколов HTTP и HTTPS — уровень безопасности. HTTP передаёт данные в открытом виде, что делает их уязвимыми для перехвата и модификации.  HTTPS использует шифрование для защиты передаваемой информации, обычно с помощью протокола SSL/TLS, что обеспечивает конфиденциальность и защиту данных от перехвата. Ещё несколько отличий:","https://ru.hexlet.io/blog/posts/v-chyom-raznitsa-mezhdu-protokolami-http-i-https | https://www.cloud4y.ru/blog/http-https/ | https://firstvds.ru/technology/v-chem-raznica-mezhdu-protokolami-http-i-https | https://help.reg.ru/support/ssl-sertifikaty/obshchaya-informatsiya-po-ssl/chem-otlichayutsya-protokoly-http-i-https"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_protokol_ssh_ot_protokola_d6efb220","Чем отличается протокол SSH от протокола RDP?","Некоторые отличия протоколов SSH и RDP: Выбор между протоколами зависит от конкретных требований и задач.","https://rt-solar.ru/products/solar_safeinspect/blog/5257/ | https://monovm.com/blog/ssh-vs-rdp/ | https://blog.oudel.com/what-is-the-difference-between-ssh-and-rdp/ | https://1gbits.com/blog/difference-between-rdp-and-ssh/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_protokol_testirovaniya_ot_1385cd06","Чем отличается протокол тестирования от обычного тестирования программного обеспечения?","Возможно, имелось в виду различие между тестированием протоколов и тестированием программного обеспечения. Тестирование протоколов — это проверка работы различных протоколов в областях маршрутизации, коммутации, беспроводной связи, VoIP, безопасности и других.  При таком тестировании рассматривают, как передаются данные, авторизуются сеансы между различными сетевыми интерфейсами, распределяется пропускная способность. Тестирование программного обеспечения — это проверка соответствия между реальным поведением программы и её ожидаемым поведением.  Основная цель такого тестирования — обнаружить любые проблемы или ошибки и убедиться в высоком качестве ПО. Таким образом, основное отличие заключается в том, что тестирование протоколов фокусируется на проверке работы конкретных протоколов, в то время как тестирование ПО — на проверке работы программы в целом.","https://sqa.stackexchange.com/questions/6976/what-is-protocol-testing-and-what-approach-can-be-taken-to-attain-skills-in-this | https://rt-solar.ru/events/blog/2955/ | https://vc.ru/dev/909279-kontrol-kachestva-vs-obespecheniya-kachestva-vs-testirovanie-v-chem-raznica"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_publichnyy_dns_ot_privatnogo_7688694f","Чем отличается публичный DNS от приватного в корпоративных сетях?","Публичный DNS в корпоративных сетях доступен всем пользователям интернета.  Он находится на всеобщем обозрении в интернете, и обращаться к нему может кто угодно. Приватный DNS доступен только ограниченной группе пользователей внутри корпоративной сети.  Такие локальные DNS-серверы используют для управления внутренними адресами корпоративной сети.  Внутренние адреса управляются внутренними доменами, доступ к которым невозможно получить извне.  Для интернета такие домены не видны и не существуют. Таким образом, основное отличие в том, что публичный DNS доступен всем, а приватный — только внутри корпоративной сети. Например, в большой корпоративной сети с тысячами сотрудников частный сервер DNS ставят внутри сети, доступ к нему есть только у сотрудников в офисе.  Для остальных пользователей интернета этот адрес недоступен — только люди внутри офисной сети смогут посещать связанные с ним ресурсы.","https://ddos-guard.ru/blog/dns-server | https://cloud.vk.com/blog/vidy-dns-serverov-struktura-dns-sistemy/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_rabochaya_uchetnaya_zapis_3bb32b85","Чем отличается рабочая учетная запись от личной в корпоративном IT-ландшафте?","Рабочая учётная запись в корпоративном IT-ландшафте отличается от личной более сложными средствами безопасности для защиты конфиденциальных данных организации. Такие учётные записи создаются администратором в организации и часто связаны с продуктами Microsoft 365 для бизнеса.  В то время как личные учётные записи предназначены для индивидуального использования и доступа к таким службам, как Outlook.com, Xbox или Skype. Например, в случае с учётными записями Microsoft рабочие учётные записи обычно имеют учётную запись администратора, которая принадлежит учебному заведению или компании.  Личные учётные записи можно создать с любым почтовым адресом. Также рабочие учётные записи не продаются частным лицам напрямую и не привязаны к существующим личным учётным записям.","https://support.microsoft.com/ru-ru/account-billing/%D0%B2-%D1%87%D0%B5%D0%BC-%D1%80%D0%B0%D0%B7%D0%BD%D0%B8%D1%86%D0%B0-%D0%BC%D0%B5%D0%B6%D0%B4%D1%83-%D1%83%D1%87%D0%B5%D1%82%D0%BD%D0%BE%D0%B9-%D0%B7%D0%B0%D0%BF%D0%B8%D1%81%D1%8C%D1%8E-%D0%BC%D0%B0%D0%B9%D0%BA%D1%80%D0%BE%D1%81%D0%BE%D1%84%D1%82-%D0%B8-%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B5%D0%B9-%D0%B8%D0%BB%D0%B8-%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D0%BE%D0%B9-%D1%83%D1%87%D0%B5%D1%82%D0%BD%D0%BE%D0%B9-%D0%B7%D0%B0%D0%BF%D0%B8%D1%81%D1%8C%D1%8E-72f10e1e-cab8-4950-a8da-7c45339575b0 | https://www.partitionwizard.com/partitionmanager/microsoft-personal-vs-work-school-account.html"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_rabota_obychnogo_servera_3c2f5266","Чем отличается работа обычного сервера от выделенного?","Основное отличие работы обычного сервера от выделенного заключается в том, как выделяются ресурсы сервера. Обычный сервер использует виртуализацию для разделения одного физического сервера на несколько виртуальных.  Каждый виртуальный сервер имеет свои собственные ресурсы, но они обычно меньше, чем у выделенного сервера. Выделенный сервер предоставляет полный контроль над физическим сервером.  Это значит, что все ресурсы сервера (процессор, память, пространство для хранения данных и пр.) доступны только одному клиенту. Ещё одно отличие — стоимость: выделенный сервер обычно стоит дороже, так как арендуется весь сервер, а не только его часть.  Обычный сервер обычно более доступен, так как стоимость физического сервера разделяется между несколькими клиентами.","https://learnpascal.ru/blog/vydelennyj-server-zachem-ego-arenduyut-otlichiya-ot-kompyutera-vps-i-vds.html | https://resize-web.ru/blog/vydelennyj-server-ili-vps-chto-luchshe/"
"https://ya.ru/neurum/c/tehnologii/q/chem_otlichaetsya_rasshirenie_razdela_na_virtualnom_766c5cee","Чем отличается расширение раздела на виртуальном диске от физического?","Расширение раздела на виртуальном диске отличается от физического возможностью увеличения объёма. На физическом диске для расширения раздела нужно использовать встроенные инструменты или сторонние программы, например, NIUBI Partition Editor.  С их помощью можно сжать большой раздел, чтобы освободить часть свободного пространства, а затем добавить это нераспределённое пространство к другому разделу на том же диске. На виртуальном диске расширение происходит иначе: если весь виртуальный диск заполнен, можно расширить виртуальный раздел без клонирования на другой диск.  Для этого нужно развернуть виртуальный диск в VMware или Hyper-V, после чего дополнительное пространство будет показано как нераспределённое на конце диска.  Затем нужно объединить это нераспределённое пространство с разделами, которые нужно расширить.","https://ru.hexlet.io/blog/posts/virtualbox-virtualnye-diski-ih-tipy-rasshirenie-virtualnogo-nositelya | https://www.hdd-tool.com/ru/disk-space-usage/how-to-extend-partition.html"
